show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description
s7662,Movie,Netflix Title 7662,,,,"August 07, 2017",2003,G,Thriller,
s7663,TV Show,Netflix Title 7663,,"Actor 278, Actor 889",United Kingdom,,2016,G,Action,This is a tv show released in 2016.
s7664,Movie,Netflix Title 7664,Director 293,,South Korea,,2000,R,Horror,This is a movie released in 2000.
s7665,Movie,Netflix Title 7665,,"Actor 9, Actor 601",Canada,,1980,TV-MA,Comedy,
s7666,TV Show,Netflix Title 7666,Director 86,"Actor 414, Actor 532",United Kingdom,"December 11, 2024",2003,TV-PG,Documentary,
s7667,TV Show,Netflix Title 7667,,"Actor 446, Actor 676",United States,"June 08, 2018",1997,TV-MA,Thriller,This is a tv show released in 1997.
s7668,Movie,Netflix Title 7668,Director 33,,United States,"July 01, 2020",2014,PG,Documentary,
s7669,TV Show,Netflix Title 7669,Director 74,,India,,2002,TV-PG,Action,
s7670,Movie,Netflix Title 7670,Director 108,,South Korea,"April 03, 2024",2006,PG,Romance,
s7671,TV Show,Netflix Title 7671,,"Actor 15, Actor 526",France,,2019,TV-MA,Comedy,
s7672,TV Show,Netflix Title 7672,,,Canada,,2009,PG-13,Comedy,This is a tv show released in 2009.
s7673,TV Show,Netflix Title 7673,,"Actor 12, Actor 817",India,,1986,PG,Horror,This is a tv show released in 1986.
s7674,TV Show,Netflix Title 7674,Director 222,,South Korea,"July 18, 2024",2022,TV-14,Comedy,This is a tv show released in 2022.
s7675,Movie,Netflix Title 7675,,,Japan,"February 22, 2018",1991,R,Thriller,
s7676,TV Show,Netflix Title 7676,Director 203,"Actor 365, Actor 565",Japan,,2019,R,Romance,
s7677,TV Show,Netflix Title 7677,,"Actor 408, Actor 772",India,,2016,TV-PG,Documentary,This is a tv show released in 2016.
s7678,TV Show,Netflix Title 7678,,"Actor 98, Actor 647",India,,2015,TV-MA,Action,This is a tv show released in 2015.
s7679,TV Show,Netflix Title 7679,Director 255,,Canada,"January 27, 2017",2004,,Documentary,This is a tv show released in 2004.
s7680,Movie,Netflix Title 7680,Director 60,"Actor 53, Actor 749",United Kingdom,,2018,R,Drama,This is a movie released in 2018.
s7681,Movie,Netflix Title 7681,Director 98,"Actor 242, Actor 652",Canada,"December 18, 2018",2009,G,Documentary,
s7682,Movie,Netflix Title 7682,Director 299,"Actor 163, Actor 702",,,2014,TV-MA,Drama,
s7683,Movie,Netflix Title 7683,,,France,"March 16, 2023",2023,R,Horror,This is a movie released in 2023.
s7684,TV Show,Netflix Title 7684,,,,,1980,PG-13,Drama,This is a tv show released in 1980.
s7685,Movie,Netflix Title 7685,,,India,"July 13, 2015",2018,TV-MA,Action,This is a movie released in 2018.
s7686,TV Show,Netflix Title 7686,,"Actor 337, Actor 829",India,,1997,R,Horror,
s7687,Movie,Netflix Title 7687,,"Actor 197, Actor 706",Japan,,2008,,Comedy,This is a movie released in 2008.
s7688,TV Show,Netflix Title 7688,,"Actor 163, Actor 592",Canada,"June 03, 2020",1986,TV-MA,Romance,
s7689,TV Show,Netflix Title 7689,Director 31,"Actor 450, Actor 797",Japan,"July 08, 2019",2010,R,Romance,
s7690,TV Show,Netflix Title 7690,Director 90,,France,"March 20, 2021",2013,TV-MA,Thriller,This is a tv show released in 2013.
s7691,Movie,Netflix Title 7691,,"Actor 270, Actor 876",South Korea,"April 18, 2017",2024,R,Documentary,This is a movie released in 2024.
s7692,TV Show,Netflix Title 7692,Director 57,"Actor 20, Actor 669",United States,,2016,G,Action,This is a tv show released in 2016.
s7693,Movie,Netflix Title 7693,,"Actor 326, Actor 790",India,,2023,PG-13,Romance,This is a movie released in 2023.
s7694,Movie,Netflix Title 7694,,"Actor 207, Actor 815",India,,1995,,Thriller,
s7695,Movie,Netflix Title 7695,,,South Korea,,1999,,Romance,
s7696,TV Show,Netflix Title 7696,,"Actor 322, Actor 980",India,"August 07, 2018",2010,R,Thriller,
s7697,Movie,Netflix Title 7697,Director 31,"Actor 417, Actor 539",Canada,"May 10, 2015",2019,R,Thriller,This is a movie released in 2019.
s7698,Movie,Netflix Title 7698,,"Actor 303, Actor 655",Canada,"September 12, 2023",2020,TV-MA,Drama,This is a movie released in 2020.
s7699,Movie,Netflix Title 7699,,"Actor 40, Actor 751",Japan,,1990,G,Horror,This is a movie released in 1990.
s7700,Movie,Netflix Title 7700,Director 47,,United Kingdom,"May 18, 2015",2004,R,Drama,This is a movie released in 2004.
s7701,TV Show,Netflix Title 7701,,"Actor 415, Actor 544",India,,2000,G,Documentary,
s7702,TV Show,Netflix Title 7702,Director 288,"Actor 446, Actor 559",United States,"November 24, 2017",2013,TV-MA,Horror,This is a tv show released in 2013.
s7703,TV Show,Netflix Title 7703,Director 135,"Actor 120, Actor 910",,,1993,G,Drama,This is a tv show released in 1993.
s7704,TV Show,Netflix Title 7704,,"Actor 158, Actor 861",United Kingdom,"March 09, 2024",1989,R,Horror,
s7705,Movie,Netflix Title 7705,,"Actor 113, Actor 926",India,,1995,TV-MA,Action,This is a movie released in 1995.
s7706,TV Show,Netflix Title 7706,Director 262,,,,2024,,Action,
s7707,Movie,Netflix Title 7707,Director 259,,France,"April 02, 2023",2013,PG,Thriller,
s7708,TV Show,Netflix Title 7708,,,United States,,1988,R,Documentary,
s7709,Movie,Netflix Title 7709,,,,,1984,R,Drama,
s7710,TV Show,Netflix Title 7710,,,France,,1991,TV-PG,Comedy,This is a tv show released in 1991.
s7711,TV Show,Netflix Title 7711,Director 179,,Canada,"February 27, 2019",1993,TV-MA,Documentary,This is a tv show released in 1993.
s7712,Movie,Netflix Title 7712,Director 42,,United Kingdom,,1997,,Thriller,
s7713,TV Show,Netflix Title 7713,,"Actor 64, Actor 552",United States,"November 01, 2021",2017,G,Thriller,This is a tv show released in 2017.
s7714,TV Show,Netflix Title 7714,Director 166,,South Korea,,2023,,Romance,
s7715,Movie,Netflix Title 7715,,"Actor 46, Actor 638",United Kingdom,"January 03, 2019",2014,TV-PG,Comedy,
s7716,Movie,Netflix Title 7716,Director 271,,United Kingdom,,2023,R,Horror,This is a movie released in 2023.
s7717,Movie,Netflix Title 7717,Director 192,,Canada,,1999,,Action,
s7718,TV Show,Netflix Title 7718,Director 161,,India,,1993,PG-13,Horror,This is a tv show released in 1993.
s7719,TV Show,Netflix Title 7719,,,India,"September 02, 2018",1992,TV-14,Action,
s7720,TV Show,Netflix Title 7720,,,South Korea,,1982,PG-13,Romance,
s7721,Movie,Netflix Title 7721,,"Actor 60, Actor 531",India,"August 22, 2021",2000,PG-13,Thriller,
s7722,TV Show,Netflix Title 7722,,,United Kingdom,,2018,R,Romance,This is a tv show released in 2018.
s7723,TV Show,Netflix Title 7723,,,,,2020,TV-PG,Thriller,This is a tv show released in 2020.
s7724,TV Show,Netflix Title 7724,Director 169,"Actor 73, Actor 990",Japan,,2014,TV-14,Documentary,
s7725,Movie,Netflix Title 7725,,,India,,2004,PG,Action,
s7726,TV Show,Netflix Title 7726,Director 127,"Actor 98, Actor 800",South Korea,,2015,TV-PG,Romance,
s7727,Movie,Netflix Title 7727,Director 262,,France,"August 05, 2023",1992,TV-14,Romance,This is a movie released in 1992.
s7728,TV Show,Netflix Title 7728,Director 198,,South Korea,"September 29, 2018",2017,G,Horror,This is a tv show released in 2017.
s7729,TV Show,Netflix Title 7729,Director 209,,South Korea,"October 29, 2021",2022,TV-PG,Action,
s7730,TV Show,Netflix Title 7730,Director 116,"Actor 469, Actor 920",,,1991,R,Action,This is a tv show released in 1991.
s7731,Movie,Netflix Title 7731,,,Canada,"July 06, 2023",2011,TV-MA,Horror,
s7732,Movie,Netflix Title 7732,,"Actor 127, Actor 924",Canada,"September 24, 2023",1980,,Romance,
s7733,Movie,Netflix Title 7733,,,Japan,"February 17, 2020",2016,TV-MA,Romance,This is a movie released in 2016.
s7734,Movie,Netflix Title 7734,Director 288,,United States,"September 09, 2019",1981,TV-14,Thriller,This is a movie released in 1981.
s7735,Movie,Netflix Title 7735,,"Actor 473, Actor 758",United Kingdom,"May 04, 2017",2012,PG-13,Horror,
s7736,Movie,Netflix Title 7736,,,South Korea,"September 15, 2024",2003,TV-MA,Documentary,
s7737,Movie,Netflix Title 7737,,"Actor 416, Actor 608",South Korea,"January 12, 2016",1995,PG-13,Action,This is a movie released in 1995.
s7738,TV Show,Netflix Title 7738,,"Actor 371, Actor 548",Canada,"December 23, 2018",2007,G,Thriller,This is a tv show released in 2007.
s7739,Movie,Netflix Title 7739,Director 93,,South Korea,"September 17, 2017",1980,G,Thriller,
s7740,TV Show,Netflix Title 7740,,,Canada,,2021,PG,Comedy,This is a tv show released in 2021.
s7741,Movie,Netflix Title 7741,,,Canada,"April 27, 2021",2014,,Action,This is a movie released in 2014.
s7742,Movie,Netflix Title 7742,Director 129,,India,,1994,PG-13,Drama,This is a movie released in 1994.
s7743,Movie,Netflix Title 7743,Director 117,,India,"February 03, 2023",1991,PG-13,Thriller,This is a movie released in 1991.
s7744,TV Show,Netflix Title 7744,,"Actor 314, Actor 547",,"September 13, 2020",2021,R,Thriller,
s7745,Movie,Netflix Title 7745,Director 191,,Canada,"December 11, 2017",2003,PG,Romance,
s7746,TV Show,Netflix Title 7746,Director 204,,Canada,"January 16, 2020",1995,TV-14,Documentary,This is a tv show released in 1995.
s7747,Movie,Netflix Title 7747,Director 292,,South Korea,,2005,PG,Documentary,
s7748,TV Show,Netflix Title 7748,,,France,,2006,G,Romance,This is a tv show released in 2006.
s7749,Movie,Netflix Title 7749,,,France,"June 18, 2023",1995,,Horror,
s7750,TV Show,Netflix Title 7750,,"Actor 406, Actor 762",,,1983,TV-PG,Action,
s7751,TV Show,Netflix Title 7751,Director 116,,South Korea,"January 03, 2024",2014,TV-14,Horror,This is a tv show released in 2014.
s7752,Movie,Netflix Title 7752,,"Actor 317, Actor 820",India,"February 08, 2018",1999,PG-13,Comedy,This is a movie released in 1999.
s7753,Movie,Netflix Title 7753,,,France,,2018,PG-13,Drama,
s7754,Movie,Netflix Title 7754,Director 10,"Actor 291, Actor 691",India,,1982,TV-PG,Documentary,This is a movie released in 1982.
s7755,TV Show,Netflix Title 7755,Director 246,"Actor 242, Actor 876",India,"May 22, 2024",2020,G,Thriller,
s7756,TV Show,Netflix Title 7756,Director 208,,France,,2001,PG-13,Thriller,
s7757,TV Show,Netflix Title 7757,,"Actor 467, Actor 558",United Kingdom,,2021,,Drama,This is a tv show released in 2021.
s7758,TV Show,Netflix Title 7758,,"Actor 182, Actor 723",Japan,"September 24, 2023",2003,TV-PG,Documentary,
s7759,Movie,Netflix Title 7759,Director 122,,United States,"December 04, 2016",1985,PG,Horror,
s7760,TV Show,Netflix Title 7760,,"Actor 357, Actor 889",United States,"April 02, 2015",1986,TV-14,Action,This is a tv show released in 1986.
s7761,TV Show,Netflix Title 7761,Director 238,"Actor 390, Actor 521",India,"November 10, 2016",2002,PG-13,Drama,
s7762,TV Show,Netflix Title 7762,Director 233,"Actor 195, Actor 994",South Korea,"December 17, 2022",2015,R,Comedy,
s7763,Movie,Netflix Title 7763,,,Canada,"December 05, 2023",1986,PG,Comedy,
s7764,TV Show,Netflix Title 7764,,,Canada,"November 30, 2022",1995,PG,Romance,This is a tv show released in 1995.
s7765,TV Show,Netflix Title 7765,,,,"January 24, 2023",2000,TV-14,Horror,This is a tv show released in 2000.
s7766,Movie,Netflix Title 7766,,,Japan,"December 13, 2019",2020,TV-PG,Horror,
s7767,TV Show,Netflix Title 7767,Director 289,,Japan,"March 03, 2023",2012,PG,Romance,This is a tv show released in 2012.
s7768,TV Show,Netflix Title 7768,,"Actor 491, Actor 575",Japan,,1980,PG-13,Comedy,
s7769,TV Show,Netflix Title 7769,,"Actor 98, Actor 513",France,"July 11, 2016",1984,TV-MA,Comedy,This is a tv show released in 1984.
s7770,TV Show,Netflix Title 7770,,"Actor 207, Actor 772",South Korea,"March 17, 2016",1997,TV-MA,Horror,This is a tv show released in 1997.
s7771,TV Show,Netflix Title 7771,,"Actor 161, Actor 889",France,,2018,PG,Comedy,This is a tv show released in 2018.
s7772,Movie,Netflix Title 7772,Director 19,"Actor 351, Actor 807",Canada,"June 04, 2017",2001,TV-14,Comedy,This is a movie released in 2001.
s7773,TV Show,Netflix Title 7773,Director 203,"Actor 149, Actor 976",South Korea,"February 02, 2018",2003,TV-14,Horror,
s7774,TV Show,Netflix Title 7774,,"Actor 339, Actor 659",Canada,"January 31, 2020",2006,TV-MA,Comedy,This is a tv show released in 2006.
s7775,TV Show,Netflix Title 7775,Director 91,,Canada,"May 01, 2016",2017,TV-14,Thriller,
s7776,Movie,Netflix Title 7776,,,Canada,"June 20, 2018",1995,G,Drama,
s7777,TV Show,Netflix Title 7777,Director 88,"Actor 290, Actor 561",South Korea,,2013,TV-14,Drama,
s7778,Movie,Netflix Title 7778,,,France,"February 04, 2018",1981,R,Romance,This is a movie released in 1981.
s7779,Movie,Netflix Title 7779,,,France,"June 19, 2016",2005,PG,Documentary,
s7780,TV Show,Netflix Title 7780,Director 290,,United Kingdom,,2003,,Documentary,This is a tv show released in 2003.
s7781,TV Show,Netflix Title 7781,Director 61,"Actor 335, Actor 787",United States,"September 24, 2015",2005,TV-PG,Horror,
s7782,Movie,Netflix Title 7782,Director 171,,United States,,1989,PG-13,Thriller,This is a movie released in 1989.
s7783,Movie,Netflix Title 7783,Director 177,,Canada,"January 12, 2023",1986,TV-PG,Thriller,
s7784,TV Show,Netflix Title 7784,Director 264,"Actor 94, Actor 955",United States,,2020,G,Thriller,
s7785,Movie,Netflix Title 7785,Director 93,,India,,2011,TV-14,Thriller,This is a movie released in 2011.
s7786,Movie,Netflix Title 7786,,"Actor 336, Actor 731",Japan,,2012,G,Romance,
s7787,Movie,Netflix Title 7787,Director 10,,France,"February 04, 2019",1982,TV-14,Comedy,
s7788,Movie,Netflix Title 7788,,,Canada,,1987,,Drama,This is a movie released in 1987.
s7789,TV Show,Netflix Title 7789,,,United Kingdom,,2000,TV-14,Action,This is a tv show released in 2000.
s7790,TV Show,Netflix Title 7790,,"Actor 256, Actor 846",India,"October 26, 2020",1981,G,Horror,This is a tv show released in 1981.
s7791,Movie,Netflix Title 7791,Director 133,,Canada,,1987,TV-14,Documentary,This is a movie released in 1987.
s7792,TV Show,Netflix Title 7792,Director 19,"Actor 184, Actor 990",South Korea,"May 19, 2021",2003,,Comedy,
s7793,Movie,Netflix Title 7793,,"Actor 257, Actor 527",United Kingdom,"June 09, 2018",1989,PG-13,Thriller,
s7794,Movie,Netflix Title 7794,Director 147,,United Kingdom,,2000,,Comedy,
s7795,TV Show,Netflix Title 7795,Director 151,,France,,2009,PG-13,Documentary,
s7796,TV Show,Netflix Title 7796,,,United Kingdom,"May 21, 2019",2017,,Thriller,This is a tv show released in 2017.
s7797,Movie,Netflix Title 7797,Director 155,,South Korea,"December 19, 2017",1990,,Documentary,This is a movie released in 1990.
s7798,Movie,Netflix Title 7798,,,Japan,,2017,PG-13,Documentary,
s7799,Movie,Netflix Title 7799,,"Actor 279, Actor 589",United States,,1994,TV-MA,Horror,This is a movie released in 1994.
s7800,TV Show,Netflix Title 7800,,"Actor 18, Actor 889",United States,,2013,TV-14,Documentary,
s7801,Movie,Netflix Title 7801,,"Actor 334, Actor 728",France,,2014,TV-14,Romance,
s7802,Movie,Netflix Title 7802,,"Actor 408, Actor 932",Canada,,1986,G,Documentary,
s7803,Movie,Netflix Title 7803,,"Actor 352, Actor 870",South Korea,"September 01, 2019",2020,,Horror,
s7804,TV Show,Netflix Title 7804,Director 5,,,"February 14, 2016",2008,TV-PG,Romance,
s7805,TV Show,Netflix Title 7805,,,United Kingdom,"October 24, 2023",1994,TV-MA,Horror,This is a tv show released in 1994.
s7806,TV Show,Netflix Title 7806,,"Actor 302, Actor 972",United Kingdom,,1997,TV-PG,Comedy,
s7807,TV Show,Netflix Title 7807,Director 252,,Japan,,2020,PG,Horror,
s7808,TV Show,Netflix Title 7808,,,Japan,,1999,PG-13,Horror,
s7809,TV Show,Netflix Title 7809,Director 52,,Japan,"November 30, 2024",2005,TV-PG,Romance,This is a tv show released in 2005.
s7810,Movie,Netflix Title 7810,,,,,1982,TV-MA,Documentary,
s7811,Movie,Netflix Title 7811,,"Actor 334, Actor 627",,"November 18, 2021",1989,PG,Drama,
s7812,Movie,Netflix Title 7812,,,France,"May 04, 2023",1993,PG,Romance,This is a movie released in 1993.
s7813,Movie,Netflix Title 7813,,,United Kingdom,"October 27, 2017",2002,R,Horror,
s7814,TV Show,Netflix Title 7814,,"Actor 211, Actor 536",Canada,,2012,TV-MA,Thriller,
s7815,Movie,Netflix Title 7815,Director 106,"Actor 27, Actor 540",Canada,"July 15, 2017",1982,TV-PG,Comedy,This is a movie released in 1982.
s7816,Movie,Netflix Title 7816,,"Actor 323, Actor 746",South Korea,,2009,R,Action,
s7817,TV Show,Netflix Title 7817,Director 170,,South Korea,,2024,TV-PG,Drama,This is a tv show released in 2024.
s7818,Movie,Netflix Title 7818,,,India,,1981,G,Horror,This is a movie released in 1981.
s7819,TV Show,Netflix Title 7819,Director 166,"Actor 98, Actor 599",United Kingdom,,1980,,Romance,
s7820,TV Show,Netflix Title 7820,,,United States,"October 02, 2019",2019,PG,Romance,This is a tv show released in 2019.
s7821,Movie,Netflix Title 7821,Director 59,"Actor 71, Actor 870",Canada,"October 04, 2021",2024,,Drama,This is a movie released in 2024.
s7822,TV Show,Netflix Title 7822,Director 61,,France,,1995,,Documentary,
s7823,Movie,Netflix Title 7823,Director 114,"Actor 139, Actor 713",United States,,2002,G,Drama,This is a movie released in 2002.
s7824,Movie,Netflix Title 7824,Director 190,,India,,2005,TV-14,Documentary,This is a movie released in 2005.
s7825,TV Show,Netflix Title 7825,Director 135,,India,"April 26, 2018",2024,PG,Action,This is a tv show released in 2024.
s7826,Movie,Netflix Title 7826,Director 58,,,,2004,G,Documentary,
s7827,Movie,Netflix Title 7827,,,Japan,"March 10, 2021",2018,G,Drama,This is a movie released in 2018.
s7828,TV Show,Netflix Title 7828,Director 11,,,"July 10, 2018",1981,TV-14,Documentary,This is a tv show released in 1981.
s7829,Movie,Netflix Title 7829,Director 177,"Actor 130, Actor 897",United States,,2003,TV-PG,Drama,
s7830,Movie,Netflix Title 7830,Director 26,"Actor 484, Actor 970",Japan,"October 27, 2023",1999,TV-PG,Comedy,This is a movie released in 1999.
s7831,TV Show,Netflix Title 7831,Director 36,,United States,,2012,TV-PG,Thriller,
s7832,Movie,Netflix Title 7832,Director 113,,India,"June 05, 2019",2005,TV-PG,Drama,This is a movie released in 2005.
s7833,TV Show,Netflix Title 7833,,"Actor 432, Actor 593",India,,1995,PG-13,Horror,
s7834,Movie,Netflix Title 7834,,"Actor 21, Actor 533",Japan,"March 06, 2019",1999,TV-MA,Romance,This is a movie released in 1999.
s7835,Movie,Netflix Title 7835,Director 141,,France,,2019,G,Comedy,This is a movie released in 2019.
s7836,Movie,Netflix Title 7836,Director 96,"Actor 331, Actor 589",Japan,"February 21, 2020",2008,TV-14,Thriller,
s7837,TV Show,Netflix Title 7837,,,India,,1985,R,Thriller,
s7838,Movie,Netflix Title 7838,Director 59,,United States,,2017,PG,Action,
s7839,TV Show,Netflix Title 7839,,,India,,1998,TV-MA,Documentary,This is a tv show released in 1998.
s7840,TV Show,Netflix Title 7840,,,India,,2004,PG,Comedy,
s7841,TV Show,Netflix Title 7841,Director 49,,South Korea,"November 03, 2021",1989,TV-14,Drama,
s7842,Movie,Netflix Title 7842,Director 67,"Actor 286, Actor 695",South Korea,"November 24, 2019",1996,,Comedy,
s7843,TV Show,Netflix Title 7843,Director 215,"Actor 184, Actor 889",South Korea,,2018,PG,Documentary,This is a tv show released in 2018.
